lemma,frequency,gloss_source,gloss,hdbscan_cluster,hdbscan_label,ward_12,ward_12_label,ward_25,ward_25_label,ward_50,ward_50_label,ward_100,ward_100_label
ἐσθλός,154,lsj,"good; brave, stout; noble; wellbred",82,"stout, strong, sturdy, heavy",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",37,"noble, wrought, glorious, splendid",72,"noble, wrought, glorious, splendid"
οἶος,154,lsj,"alone, lonely; alone; naught but; only",-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",92,"dwell, set, situated, devise"
οἶκος,153,lsj,house; built houses; any dwelling-place; cave,137,"house, chamber, inner, room",2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",18,"house, chamber, wall, court"
χέω,152,lsj,"pour; pour out, let flow; snows; gush forth",-1,(outlier),6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",22,"pour, breathe, flow, spread",44,"pour, flow, filled, shed"
Πρίαμος,150,lsj,priam; like Priam,-1,(outlier),1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
ἤδη,150,lsj,"already, by this time; already; forthwith, immediately; now at length",67,"forthwith, soon, longer, second",7,"come, return, near, arrive",16,"come, return, hither, arrive",27,"return, time, fifth, backwards",53,"time, fifth, forthwith, fourth"
δαμάζω,149,lsj,"overpower; tame, break in; work; clear",88,"force, feeble, forcibly, powerless",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",73,"strength, force, heavy, feeble"
αἶψα,145,lsj,"quick, forthwith, on a sudden",67,"forthwith, soon, longer, second",7,"come, return, near, arrive",16,"come, return, hither, arrive",27,"return, time, fifth, backwards",53,"time, fifth, forthwith, fourth"
Πάτροκλος,145,lsj,Patroclus,142,"thracian, scylla seal, monachus calchas, calypso icarian",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
μέσος,145,lsj,"middle, in the middle; middle; zenith; mid",-1,(outlier),5,"day, funeral, black, cloud",12,"funeral, long, day, time",20,"funeral, dead, snow, kindle",42,"star, olympus, heaven, middle"
ἄνωγα,144,lsj,"command, order; advise, urge; bade; bids, prompts",14,"ready, make, order, prepare",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",45,"pray, oath, herald, command",88,"pray, oath, herald, command"
δόμος,144,lsj,"domus; house; part of a house, room, chamber; a house",137,"house, chamber, inner, room",2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",18,"house, chamber, wall, court"
λύω,142,lsj,"luo; re-luo, solvo; se-luo), solūtus; loosen",-1,(outlier),8,"flee, pass, away, drive",18,"flee, fear, away, hold",31,"hold, leave, stay, retire",62,"leave, retire, away, ward"
θνήσκω,138,lsj (relaxed match),Papers of the Amer. School; die; to be dead; dead,3,"funeral, dead, rites, burial",5,"day, funeral, black, cloud",12,"funeral, long, day, time",20,"funeral, dead, snow, kindle",40,"funeral, dead, mortal, alive"
νοέω,138,lsj,"Excerpta e libris Herodiani; perceive by the eyes, observe; perceive by the mind, apprehend; take notice",22,"look, gaze, behold, observe",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",43,"know, appear, perceive, look",82,"know, appear, perceive, bring light"
θάνατος,137,lsj,death; the death threatened; to death; death-penalty,74,"slay, slaughter, kill, sacrifice",5,"day, funeral, black, cloud",12,"funeral, long, day, time",20,"funeral, dead, snow, kindle",40,"funeral, dead, mortal, alive"
κεφαλή,137,lsj,head; in stature; down over the head; on the head,119,"helmet, head, peak, brim",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",13,"helmet, hair, head, cloth",30,"hair, helmet, head, face"
ταχύς,136,lsj,"swift, fleet; quick; quick, hasty; speed, haste",2,"swift, quick, hasty, light",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",36,"swift, little, haste, eager",70,"swift, haste, eager, quick"
τελέω,135,lsj,"fulfil, accomplish, execute, perform; did it; perform; fulfil",102,"accomplish, fulfil, pass, perform",8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",60,"lead, end, shut, fulfil"
ὧδε,135,lsj,"in this wise, thus; so very, so exceedingly; as it is; just as thou art",57,"just, exceedingly, altogether, greater",7,"come, return, near, arrive",16,"come, return, hither, arrive",28,"hither, wherefore, way, just",54,"hither, wherefore, way, just"
ὀτρύνω,135,lsj,"stir up, egg on, encourage; rouse oneself, bestir oneself, hasten; urge on, cheer on; urge forward, quicken, speed",94,"stir, rouse, urge, excite",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",48,"rouse, stir, dance, song",95,"spring, dart, rush, leap"
νύξ,134,lsj,night; mght-season; a night; by night,8,"day, light, morning, early",5,"day, funeral, black, cloud",12,"funeral, long, day, time",19,"long, day, time, morning",39,"day, morning, dawn, early"
ἔοικα,134,lsj,"to be like; it was opportune; will be like; to be like, look like",69,"like, equal, age, resembling",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",35,"like, resembling, mighty, sort",68,"like, resembling, opportune, fond war"
μάχη,134,agwn,"an energetic attempt to achieve something: ""getting through the crowd was a real struggle""; ""he fought a battle for reco",27,"battle, quarrel, fight, strife",12,"shout, speak, rouse, speech",23,"rouse, stir, anger, fight",47,"fight, quarrel, anger, battle",93,"fight, battle, quarrel, anger"
πόντος,133,lsj,sea; open sea; wide waters; the sea,130,"sea, stillness, gulf, calm",6,"wind, water, pour, sea",14,"wind, sea, stream, water",24,"sea, stream, wine, water",47,"sea, sail, strait, ship"
λαμβάνω,131,lsj,"take; receive; take hold of, grasp, seize; caught",87,"seize, hold, receive, caught",8,"flee, pass, away, drive",18,"flee, fear, away, hold",31,"hold, leave, stay, retire",61,"hold, seize, stay, remain"
ἄστυ,131,lsj,town; lower town; acropolis; Athens,143,"troy, athens, trojan, greece",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",1,"troy, trojan, athens, thebes"
ἧμαι,130,lsj,"āste; to be seated, sit; sit still, sit idle; encamp",127,"sit, seat, chair, place",2,"chamber, sleep, sit, bed",5,"sleep, sit, seat, bed",6,"sleep, sit, seat, bed",14,"sit, seat, chair, throne"
πτερόεις,130,lsj,"feathered, winged; fluttering; winged",118,"fly, winged, dart, riot",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",15,"heracles, bird, fish, fly",34,"heracles, bird, fish, fly"
οἶνος,129,lsj,wine; cups; wines; in vino veritas,28,"wine, drink, mix, lesbos",6,"wind, water, pour, sea",14,"wind, sea, stream, water",24,"sea, stream, wine, water",48,"stream, wine, water, drink"
πατρίς,129,lsj,"of oneʼs fathers; oneʼs fatherland, country; of oneʼs sires; the nether world",121,"race, descent, father, family",1,"son, chariot, lord, old",2,"old, mother, son, wife",2,"old, son, mother, wife",5,"son, child, mother, father"
αὖθις,128,lsj,"back, back again; again, anew; encore!; in turn",43,"return, backwards, rear, home",7,"come, return, near, arrive",16,"come, return, hither, arrive",27,"return, time, fifth, backwards",52,"return, backwards, anew, come home"
τίκτω,127,lsj,"bring into the world, engender; beget; bring forth; parents",105,"born, beget, bring forth, engender",1,"son, chariot, lord, old",2,"old, mother, son, wife",2,"old, son, mother, wife",5,"son, child, mother, father"
Ἥρα,127,lsj,Hera; nine; servo; inhabitants of Heraea,-1,(outlier),1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",2,"tenth, eleventh, number, seven"
οἴομαι,127,lsj,"forebode, presage; expect; suspect; fear",-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",46,"rejoice, care, heed, counsel",89,"care, rejoice, heed, attempt"
δῶρον,126,lsj,"gift, present, gift of honour; votive gift; offering; the gifts of",33,"gift, serve, receive, admit",1,"son, chariot, lord, old",3,"divine, honour, zeus, wonder",3,"divine, honour, zeus, god",8,"honour, wonder, reverence, gift"
μακρός,126,lsj,long; ships of war; the longer sides; length-wise,131,"sail, ship, sea, float",5,"day, funeral, black, cloud",12,"funeral, long, day, time",19,"long, day, time, morning",38,"long, years, time, late"
ἄρχω,126,lsj,"to be first; begin, make a beginning; to be the aggressor; to begin oneʼs",-1,(outlier),11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",44,"ask, inquire, pay, prize",85,"prize, gain, win, contest"
χρύσεος,125,lsj,golden; enriched; adorned with gold; gold,21,"golden, robe, flowers, soft",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",31,"bronze, silver, gold, copper"
ἀπαμείβομαι,125,lsj,"reply, answer",-1,(outlier),4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",14,"bronze, silver, hollow, gold",33,"lycia, stone, grind, goblet"
γιγνώσκω,125,lsj,"come to know, perceive; know; know by reflection; know by observation",17,"know, perceive, discover, recognize",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",43,"know, appear, perceive, look",82,"know, appear, perceive, bring light"
τόσος,124,lsj,"so great, so vast; so long; so many; so loud",-1,(outlier),12,"shout, speak, rouse, speech",24,"shout, lament, wail, loud",49,"shout, lament, wail, loud",97,"loud, laugh, crash, sound"
πω,124,lsj,"up to this time, yet; at all; ever",66,"time, long, partly, old",7,"come, return, near, arrive",16,"come, return, hither, arrive",28,"hither, wherefore, way, just",54,"hither, wherefore, way, just"
ἀγαθός,124,lsj,"good; well-born, gentle; aristocrats; brave, valiant",96,"courage, good, arrogant, manly",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",37,"noble, wrought, glorious, splendid",72,"noble, wrought, glorious, splendid"
πρότερος,124,lsj,"before, in front; fore; in front; former, earlier",43,"return, backwards, rear, home",7,"come, return, near, arrive",15,"near, nigh, far, hand",25,"beneath, lowest, hindmost, atop",49,"beneath, lowest, high, aloft"
ἅλς,123,lsj,salt; rock-salt; brine; sugar,25,"wash, oil, dry, salt",6,"wind, water, pour, sea",13,"pour, wash, oil, breathe",21,"wash, oil, salt, raw",43,"wash, oil, salt, raw"
ἐνθάδε,123,lsj,"thither, hither; here; there; in this world",59,"hither, wherefore, place, way",7,"come, return, near, arrive",16,"come, return, hither, arrive",28,"hither, wherefore, way, just",54,"hither, wherefore, way, just"
δύω2,123,lsj (homographs merged),"cause to sink, sink, plunge in; get; go into; enter, make oneʼs way into",-1,(outlier),8,"flee, pass, away, drive",17,"pass, lead, come, throw",30,"pass, lead, come, throw",58,"ibo, sink, fall, come"
γόνυ,122,lsj,knee; clasping the knees; on my knees; the knee,138,"shoulder, thigh, limb, ankle",4,"spear, bronze, eat, silver",9,"spear, bronze, breast, arrow",11,"breast, thigh, knee, arm",26,"breast, thigh, knee, arm"
ὠκύς,120,lsj,"quick, swift, fleet; quickness, sharpness; shrill",2,"swift, quick, hasty, light",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",36,"swift, little, haste, eager",70,"swift, haste, eager, quick"
κλισία,119,lsj,"place for lying down; reclining; hut, shed, booth; cot, cabin",-1,(outlier),2,"chamber, sleep, sit, bed",6,"chamber, house, ground, inner",7,"chamber, house, ground, mountain",17,"peak, mountain, hill, headland"
ὀξύς,119,lsj,"wood sorrel, Oxalis Acetosella; great sea-rush, Juncus acutus; sorrel, Rumex acetosa",109,"tree, wood, garden, fir",4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",17,"tree, barley, garden, wood",36,"tree, wood, barley, garden"
θάλασσα,118,lsj,sea; salt lake; maritime affairs; a sea,130,"sea, stillness, gulf, calm",6,"wind, water, pour, sea",14,"wind, sea, stream, water",24,"sea, stream, wine, water",47,"sea, sail, strait, ship"
ὀφθαλμός,118,lsj,eye; eyes; to the eye; sight,23,"eye, face, roots, round",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",43,"know, appear, perceive, look",83,"look, gaze, eye, behold"
πάσχω,118,lsj,"have; done to one, suffer; to be treated; suffer",31,"toil, work, suffer, labour",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",81,"toil, tears, pain, distressed"
δύναμαι,117,lsj,"to be able, strong enough; canst; powerful, mighty; multum valet",89,"strength, force, better, mighty",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",38,"strength, force, high, courage",73,"strength, force, heavy, feeble"
ἱκάνω,117,lsj,"come; to come to; reach, attain to; are fulfilled",123,"arrive, reach, come, attain",7,"come, return, near, arrive",16,"come, return, hither, arrive",29,"come, arrive, home, house",56,"come, arrive, reach, born"
κύων,116,lsj,"dog, bitch; shepherds’ dogs; watch-dogs; hounds",-1,(outlier),4,"spear, bronze, eat, silver",10,"eat, tree, heracles, meal",15,"heracles, bird, fish, fly",34,"heracles, bird, fish, fly"
Ἴλιος,116,lsj,"Ilios; Ilium, the city of Ilus, Troy; from Troy; before Troy",143,"troy, athens, trojan, greece",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",1,"troy, trojan, athens, thebes"
ἀμύμων,116,lsj,"blameless, noble, excellent; a physician",96,"courage, good, arrogant, manly",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",37,"noble, wrought, glorious, splendid",72,"noble, wrought, glorious, splendid"
βροτός,116,lsj,mortal man; dead; mṛtás; morior,100,"divine, mortal, god, zeus",5,"day, funeral, black, cloud",12,"funeral, long, day, time",20,"funeral, dead, snow, kindle",40,"funeral, dead, mortal, alive"
αἷμα,116,lsj,blood; streams of blood; anything like blood; dye,12,"wound, blood, ulcer, scar",10,"wound, destroy, slay, kill",21,"wound, destroy, slay, cut",42,"wound, cut, tears, toil",80,"wound, cut, strip, blood"
δῆμος,116,lsj,"district, country, land; the land; people, inhabitants; the commons, common people",126,"dwell, inhabit, people, situated",11,"ask, inquire, pray, care",22,"ask, pray, inquire, care",44,"ask, inquire, pay, prize",87,"pay, debt, receive, price"
ἀμφότερος,116,lsj,either; both of two; each one; partaking of both,55,"fifth, half, fourth, thrice",7,"come, return, near, arrive",16,"come, return, hither, arrive",27,"return, time, fifth, backwards",53,"time, fifth, forthwith, fourth"
μέμαα,115,agwn,"an inclination to want things: ""a man of many desires""",13,"desire, want, wish, need",9,"desire, noble, strength, easy",19,"desire, wish, love, want",33,"wish, need, want, desire",65,"wish, need, want, desire"
ἥρως,114,lsj,"hero; the Fourth Age of men; heroes, as objects of worship; local deities",100,"divine, mortal, god, zeus",1,"son, chariot, lord, old",3,"divine, honour, zeus, wonder",3,"divine, honour, zeus, god",8,"honour, wonder, reverence, gift"
Νέστωρ,114,lsj,Nestor,142,"thracian, scylla seal, monachus calchas, calypso icarian",1,"son, chariot, lord, old",1,"troy, athens, trojan, phthia",1,"troy, trojan, athens, thebes",3,"phthia, lesbos, hang, club"
ἅπας,114,lsj,"quite all, the whole; all together; in all things; all",57,"just, exceedingly, altogether, greater",9,"desire, noble, strength, easy",20,"noble, strength, swift, little",35,"like, resembling, mighty, sort",69,"great, mighty, sort, exceedingly"
