lemma,urn,category,method,embed_score,gloss
πρεσβῠ-γένεια,urn:cite2:hmt:lsj.chicago_md:n86302,civic_community,embed,0.515,seniority of birth
στᾰσι-ωτεία,urn:cite2:hmt:lsj.chicago_md:n96273,civic_community,embed,0.515,state of faction
ἁλίζω,urn:cite2:hmt:lsj.chicago_md:n4186,civic_community,embed,0.514,"gather together, assemble; collect; meet together; to be massed into a globe"
ἐγγεν-έτης,urn:cite2:hmt:lsj.chicago_md:n29959,civic_community,embed,0.514,"inborn, native"
Κελτο-σκύθαι,urn:cite2:hmt:lsj.chicago_md:n56526,civic_community,embed,0.514,tribes of mixed Celtic and Scythian descent
ὀγδοηκοντούτης,urn:cite2:hmt:lsj.chicago_md:n71951,civic_community,embed,0.514,eighty years old
συναιχμᾰλωτ-ος,urn:cite2:hmt:lsj.chicago_md:n99109,civic_community,embed,0.514,fellow-prisoner
συνδεσμ-ώτης,urn:cite2:hmt:lsj.chicago_md:n99639,civic_community,embed,0.514,fellow-prisoner
μετέγ-γῠος,urn:cite2:hmt:lsj.chicago_md:n67063,civic_community,embed,0.513,fellow-surety
ἐννεᾰκαιδεκά-μηνος,urn:cite2:hmt:lsj.chicago_md:n35784,civic_community,embed,0.512,nineteen months old
ἐπιποί-ησις,urn:cite2:hmt:lsj.chicago_md:n40573,civic_community,embed,0.512,production
ἐπισυμ-φέρω,urn:cite2:hmt:lsj.chicago_md:n41121,civic_community,embed,0.511,contribute
κατατελέω,urn:cite2:hmt:lsj.chicago_md:n55395,civic_community,embed,0.511,contribute
κωμαῖος,urn:cite2:hmt:lsj.chicago_md:n61272,civic_community,embed,0.511,of a village
προγήρως,urn:cite2:hmt:lsj.chicago_md:n86899,civic_community,embed,0.511,prematurely old
τεσσερᾰκαιεβδο[μη]κοντούτης,urn:cite2:hmt:lsj.chicago_md:n103262,civic_community,embed,0.511,seventy-four years old
οἰκ-ήτωρ,urn:cite2:hmt:lsj.chicago_md:n72286,civic_community,embed,0.51,inhabitant; colonist
πεντεκαι-εικοσιέτης,urn:cite2:hmt:lsj.chicago_md:n80788,civic_community,embed,0.51,twentyfive years old
συναθρ-οίζω,urn:cite2:hmt:lsj.chicago_md:n99069,civic_community,embed,0.51,"gather together, assemble; gather into one mass; bring; together; to sum up; has; joined"
ἀγέλασμα,urn:cite2:hmt:lsj.chicago_md:n429,civic_community,embed,0.509,"gathering, crowd"
ἀγ-υιάτης,urn:cite2:hmt:lsj.chicago_md:n969,civic_community,embed,0.509,inhabitants of an
ἀνθρωπ-ισμός,urn:cite2:hmt:lsj.chicago_md:n8867,civic_community,embed,0.509,humanity
ἀνθρωπο-πάθεια,urn:cite2:hmt:lsj.chicago_md:n8900,civic_community,embed,0.509,humanity
δωδεκ-έτης,urn:cite2:hmt:lsj.chicago_md:n29762,civic_community,embed,0.509,twelve years old
θεμελῐ-ωτής,urn:cite2:hmt:lsj.chicago_md:n48110,civic_community,embed,0.509,founder
κατάδοσις,urn:cite2:hmt:lsj.chicago_md:n53929,civic_community,embed,0.509,instalment
προκατ-άρχης,urn:cite2:hmt:lsj.chicago_md:n87709,civic_community,embed,0.509,founder
ἰσοκοί,urn:cite2:hmt:lsj.chicago_md:n51061,civic_community,embed,0.509,followers of I.
Ἀβοριγῖνες,urn:cite2:hmt:lsj.chicago_md:n136,civic_community,embed,0.508,aborigines
ἀσκᾰλίζω,urn:cite2:hmt:lsj.chicago_md:n16227,civic_community,embed,0.508,hoe
ἑνάς,urn:cite2:hmt:lsj.chicago_md:n35023,civic_community,embed,0.508,unit
σκᾰλ-ίζω,urn:cite2:hmt:lsj.chicago_md:n94516,civic_community,embed,0.508,hoe
διαψηφ-ιστός,urn:cite2:hmt:lsj.chicago_md:n26357,civic_community,embed,0.507,elected
ἐφῆλιξ,urn:cite2:hmt:lsj.chicago_md:n45724,civic_community,embed,0.507,adolescent
ὀργᾰν-ωσις,urn:cite2:hmt:lsj.chicago_md:n74760,civic_community,embed,0.506,"organization, arrangement"
πολύ-ωρος,urn:cite2:hmt:lsj.chicago_md:n85603,civic_community,embed,0.506,many years old
ὑπέρηβος,urn:cite2:hmt:lsj.chicago_md:n107527,civic_community,embed,0.506,past early youth
ἀποίκ-ησις,urn:cite2:hmt:lsj.chicago_md:n12680,civic_community,embed,0.505,emigration
ἱμαντό-δεσμος,urn:cite2:hmt:lsj.chicago_md:n50423,civic_community,embed,0.505,leathern band
μετοικ-ισμός,urn:cite2:hmt:lsj.chicago_md:n67187,civic_community,embed,0.505,emigration
κατατακ-τέον,urn:cite2:hmt:lsj.chicago_md:n55376,civic_community,embed,0.504,"one must place, class"
νεᾱνισκ-εύομαι,urn:cite2:hmt:lsj.chicago_md:n69960,civic_community,embed,0.504,to be in oneʼs youth
πεντᾰέτ-ηρος,urn:cite2:hmt:lsj.chicago_md:n80635,civic_community,embed,0.504,five years old
προχειρ-ίζω,urn:cite2:hmt:lsj.chicago_md:n90745,civic_community,embed,0.504,"make; deliver up; taken in hand, undertaken; produce; make ready for oneself, mobilize; choose, select; appoint; allot, assign; prefer; determine; decide; discuss; examine; propose"
ὑπερεβδομηκοντᾰέτης,urn:cite2:hmt:lsj.chicago_md:n107415,civic_community,embed,0.504,more than seventy years old
συντακ-τήριος,urn:cite2:hmt:lsj.chicago_md:n100947,civic_community,embed,0.503,arranging
ἐπισυ-ζεύγνῡμι,urn:cite2:hmt:lsj.chicago_md:n41105,civic_community,embed,0.502,join
κληρουχ-ία,urn:cite2:hmt:lsj.chicago_md:n57887,civic_community,embed,0.502,apportionment of land in a foreign country among citizens; colonia; division; the body of citizens who receive such allotments; inheritance
μέλλαξ,urn:cite2:hmt:lsj.chicago_md:n66139,civic_community,embed,0.502,"youth, lad; page"
μετασυν-τίθημι,urn:cite2:hmt:lsj.chicago_md:n66970,civic_community,embed,0.502,alter the arrangement of; to be put together
ὁμήλῐκ-ος,urn:cite2:hmt:lsj.chicago_md:n73465,civic_community,embed,0.502,of like age
εὐγηρ-ία,urn:cite2:hmt:lsj.chicago_md:n43551,civic_community,embed,0.501,green old age
ἡμεδᾰπός,urn:cite2:hmt:lsj.chicago_md:n46960,civic_community,embed,0.501,"of our land; country, native; asmad-"
κᾰμᾰτ-ηδόν,urn:cite2:hmt:lsj.chicago_md:n52937,civic_community,embed,0.501,laboriously
κουρό-τερος,urn:cite2:hmt:lsj.chicago_md:n59480,civic_community,embed,0.501,young; elder
μακρο-γηράω,urn:cite2:hmt:lsj.chicago_md:n64640,civic_community,embed,0.501,attain extreme old age
πληροφόρ-ησις,urn:cite2:hmt:lsj.chicago_md:n83832,civic_community,embed,0.501,maturity
βακτρο-φόρας,urn:cite2:hmt:lsj.chicago_md:n19162,civic_community,embed,0.5,the staff-bearer
ἑκκαιδεκ-έτις,urn:cite2:hmt:lsj.chicago_md:n32093,civic_community,embed,0.5,sixteen years old
ἀγελ-ήτης,urn:cite2:hmt:lsj.chicago_md:n441,civic_community,embed,0.499,belonging to a herd
ἀλλο-δημία,urn:cite2:hmt:lsj.chicago_md:n4447,civic_community,embed,0.499,stay in foreign land; abroad; foreign people
ἀπο-ξένωσις,urn:cite2:hmt:lsj.chicago_md:n13334,civic_community,embed,0.499,living abroad; exile
ἀρχί-φρουρος,urn:cite2:hmt:lsj.chicago_md:n16025,civic_community,embed,0.499,commandant of a
Δημητριασταί,urn:cite2:hmt:lsj.chicago_md:n24377,civic_community,embed,0.499,worshippers of Demeter
Κελτο-λίγῠες,urn:cite2:hmt:lsj.chicago_md:n56525,civic_community,embed,0.499,tribes of mixed Celtic and Ligurian descent
νεᾱνισκ-άρχης,urn:cite2:hmt:lsj.chicago_md:n69958,civic_community,embed,0.499,official in charge of
πάκτ-ωσις,urn:cite2:hmt:lsj.chicago_md:n76734,civic_community,embed,0.499,"fastening, putting together"
προείσ-φορος,urn:cite2:hmt:lsj.chicago_md:n87165,civic_community,embed,0.499,one who contributes to a
προηγορ-ία,urn:cite2:hmt:lsj.chicago_md:n87479,civic_community,embed,0.499,speaking in behalf of
σύγκολλ-ος,urn:cite2:hmt:lsj.chicago_md:n97861,civic_community,embed,0.499,glued together; in accordance with
συνηβάω,urn:cite2:hmt:lsj.chicago_md:n100507,civic_community,embed,0.499,"pass youth together with, join in youthful sport"
συνοικ-ητήρ,urn:cite2:hmt:lsj.chicago_md:n100781,civic_community,embed,0.499,house-fellow
ἀνῐσήλικος,urn:cite2:hmt:lsj.chicago_md:n9051,civic_community,embed,0.498,unequal in age
δωδεκέμβριος,urn:cite2:hmt:lsj.chicago_md:n29761,civic_community,embed,0.498,Dodecember
κατ-αύλημα,urn:cite2:hmt:lsj.chicago_md:n55468,civic_community,embed,0.498,residence
ὀκτα-έτης,urn:cite2:hmt:lsj.chicago_md:n72794,civic_community,embed,0.498,eight years old; of eight years
πολυ-μελής,urn:cite2:hmt:lsj.chicago_md:n85052,civic_community,embed,0.498,with many members; many-toned
ἀνα-τρῐβή,urn:cite2:hmt:lsj.chicago_md:n7655,civic_community,embed,0.497,education
κολλοπόω,urn:cite2:hmt:lsj.chicago_md:n58617,civic_community,embed,0.497,glue together
ἀλφῐτ-εία,urn:cite2:hmt:lsj.chicago_md:n4769,civic_community,embed,0.496,preparing of
ἀνα-πλασμός,urn:cite2:hmt:lsj.chicago_md:n7210,civic_community,embed,0.496,building of
ἀξιώλεθρος,urn:cite2:hmt:lsj.chicago_md:n11074,civic_community,embed,0.496,pernicious
ἀρτῐ-πᾰγής,urn:cite2:hmt:lsj.chicago_md:n15685,civic_community,embed,0.496,just put together; made; freshly coagulated
δῐαιτ-ήσιμος,urn:cite2:hmt:lsj.chicago_md:n24863,civic_community,embed,0.496,belonging to a
ἐκφρονέω,urn:cite2:hmt:lsj.chicago_md:n33214,civic_community,embed,0.496,to be demented
ἐπιταινίδιος,urn:cite2:hmt:lsj.chicago_md:n41235,civic_community,embed,0.496,belonging to a
θῐᾰσ-ῑτικός,urn:cite2:hmt:lsj.chicago_md:n48857,civic_community,embed,0.496,belonging to a
θῐᾰσ-ωτικός,urn:cite2:hmt:lsj.chicago_md:n48861,civic_community,embed,0.496,belonging to a
ἱερ-ευτικός,urn:cite2:hmt:lsj.chicago_md:n50006,civic_community,embed,0.496,belonging to a
οἰκο-τρίβαιος,urn:cite2:hmt:lsj.chicago_md:n72367,civic_community,embed,0.496,belonging to an
παγ-γήρως,urn:cite2:hmt:lsj.chicago_md:n76420,civic_community,embed,0.496,very old
παμ-πάλαιος,urn:cite2:hmt:lsj.chicago_md:n77099,civic_community,embed,0.496,very old
πρόλᾰλ-ος,urn:cite2:hmt:lsj.chicago_md:n87910,civic_community,embed,0.496,chattering
προπάλαιος,urn:cite2:hmt:lsj.chicago_md:n88219,civic_community,embed,0.496,very old
προτελ-εσματικός,urn:cite2:hmt:lsj.chicago_md:n90480,civic_community,embed,0.496,belonging to a
τρῐετ-ηρικός,urn:cite2:hmt:lsj.chicago_md:n104912,civic_community,embed,0.496,belonging to a
τρι-πάλαιος,urn:cite2:hmt:lsj.chicago_md:n105107,civic_community,embed,0.496,very old
ὑπεραρχαῖος,urn:cite2:hmt:lsj.chicago_md:n107276,civic_community,embed,0.496,very old
ὑπέργηρ-ως,urn:cite2:hmt:lsj.chicago_md:n107370,civic_community,embed,0.496,"exceedingly old, of extreme age; extreme old age; past the age of service"
αἰδοιϊκός,urn:cite2:hmt:lsj.chicago_md:n2251,civic_community,embed,0.495,of or belonging to the
ἐκφορ-ιαστής,urn:cite2:hmt:lsj.chicago_md:n33195,civic_community,embed,0.495,collector of
κραν-τήριος,urn:cite2:hmt:lsj.chicago_md:n59648,civic_community,embed,0.495,accomplishing
ὑπομίᾰρος,urn:cite2:hmt:lsj.chicago_md:n108793,civic_community,embed,0.495,unclassical
ἐξωμῐδοποι-ΐα,urn:cite2:hmt:lsj.chicago_md:n37740,civic_community,embed,0.494,manufacture of
κοινο-βῐότης,urn:cite2:hmt:lsj.chicago_md:n58390,civic_community,embed,0.494,consortium
οἰκετ-εύω,urn:cite2:hmt:lsj.chicago_md:n72267,civic_community,embed,0.494,inhabit
σκηπάνη,urn:cite2:hmt:lsj.chicago_md:n94800,civic_community,embed,0.494,staff
συγκλήρ-ωσις,urn:cite2:hmt:lsj.chicago_md:n97820,civic_community,embed,0.494,consortium
χηνᾰλωπ-εκιδεύς,urn:cite2:hmt:lsj.chicago_md:n113889,civic_community,embed,0.494,young of the
βρᾰχῠ-κωλία,urn:cite2:hmt:lsj.chicago_md:n20858,civic_community,embed,0.493,use of short members
ἐντολ-ῐμαῖον,urn:cite2:hmt:lsj.chicago_md:n36267,civic_community,embed,0.493,of attorney
νεᾰρός,urn:cite2:hmt:lsj.chicago_md:n69972,civic_community,embed,0.493,"youthful; youths; youthful spirit; new; fresh; recent; novellae; youthfully, rawly; with more spirit"
πολῑτ-ευτής,urn:cite2:hmt:lsj.chicago_md:n84508,civic_community,embed,0.493,statesman
συνᾱδολεσχ-έω,urn:cite2:hmt:lsj.chicago_md:n99059,civic_community,embed,0.493,chatter with
ἀγκωνο-φόρος,urn:cite2:hmt:lsj.chicago_md:n629a,civic_community,embed,0.492,bearer of an
ἄγῠρ-ις,urn:cite2:hmt:lsj.chicago_md:n981,civic_community,embed,0.492,"gathering, crowd; gathering"
ἀνά-μιξις,urn:cite2:hmt:lsj.chicago_md:n7011,civic_community,embed,0.492,"mingling, admixture"
γηροκόμ-ος,urn:cite2:hmt:lsj.chicago_md:n22152,civic_community,embed,0.492,tending old age; of one to tend oneʼs age
Δημητριακός,urn:cite2:hmt:lsj.chicago_md:n24375,civic_community,embed,0.492,of; belonging to Demeter
παρευτρεπίζω,urn:cite2:hmt:lsj.chicago_md:n79520,civic_community,embed,0.492,"put in order, arrange, make ready"
τῑμουχ-ία,urn:cite2:hmt:lsj.chicago_md:n104009,civic_community,embed,0.492,office of; the authorities
ἀφῆλιξ,urn:cite2:hmt:lsj.chicago_md:n18273,civic_community,embed,0.491,"beyond youth, elderly; young; minor, infant"
δρυμεῖτις,urn:cite2:hmt:lsj.chicago_md:n28477,civic_community,embed,0.491,woodland
δρύος,urn:cite2:hmt:lsj.chicago_md:n28497,civic_community,embed,0.491,woodland
ἑβδομηκοντούτης,urn:cite2:hmt:lsj.chicago_md:n29910,civic_community,embed,0.491,seventy years old
ἐξέφηβος,urn:cite2:hmt:lsj.chicago_md:n37255,civic_community,embed,0.491,one who is beyond the age of an; a youth of seventeen
κοίν-ωσις,urn:cite2:hmt:lsj.chicago_md:n58455,civic_community,embed,0.491,mingling; sharing
λοιβ-αῖος,urn:cite2:hmt:lsj.chicago_md:n63801,civic_community,embed,0.491,of; belonging to a
πατρι-ωτικός,urn:cite2:hmt:lsj.chicago_md:n80046,civic_community,embed,0.491,of; belonging to a
ἐργάνη,urn:cite2:hmt:lsj.chicago_md:n42166,civic_community,embed,0.49,worker
ἐργο-φόρος,urn:cite2:hmt:lsj.chicago_md:n42221,civic_community,embed,0.49,worker
ἰσ-ῆλιξ,urn:cite2:hmt:lsj.chicago_md:n50951,civic_community,embed,0.49,of the same age with
πεντηκοντα-ετία,urn:cite2:hmt:lsj.chicago_md:n80825,civic_community,embed,0.49,the age of fifty; years; period of fifty years
σαγμᾰτογήνη,urn:cite2:hmt:lsj.chicago_md:n93032,civic_community,embed,0.49,an Indian stuff
σκληρο-πᾰγής,urn:cite2:hmt:lsj.chicago_md:n94997,civic_community,embed,0.49,"firmly put together, hard"
συμπονία,urn:cite2:hmt:lsj.chicago_md:n98773,civic_community,embed,0.489,cooperation
συνεπι-κωμάζω,urn:cite2:hmt:lsj.chicago_md:n100271,civic_community,embed,0.489,join in a
ἀνα-τομή,urn:cite2:hmt:lsj.chicago_md:n7641,civic_community,embed,0.488,dissection
γήρ-ανσις,urn:cite2:hmt:lsj.chicago_md:n22138,civic_community,embed,0.488,a growing old
διασωσ-τής,urn:cite2:hmt:lsj.chicago_md:n26012,civic_community,embed,0.488,policeman
συνεπι-μείγνῡμι,urn:cite2:hmt:lsj.chicago_md:n100283,civic_community,embed,0.488,"join, unite"
συνθρησκ-ευτής,urn:cite2:hmt:lsj.chicago_md:n100634,civic_community,embed,0.488,fellow-worshipper
συντᾱγεύω,urn:cite2:hmt:lsj.chicago_md:n100935,civic_community,embed,0.488,to be a fellow
τρῐκωμ-ία,urn:cite2:hmt:lsj.chicago_md:n105020,civic_community,embed,0.488,group of three villages
διάσταλ-σις,urn:cite2:hmt:lsj.chicago_md:n25901,civic_community,embed,0.487,"arrangement, compact"
συγχειρουργέω,urn:cite2:hmt:lsj.chicago_md:n97988,civic_community,embed,0.487,"put hand to; together, accomplish"
ἐννᾰ-έτηρος,urn:cite2:hmt:lsj.chicago_md:n35756,civic_community,embed,0.486,nine years old
ἐννεα-έτης,urn:cite2:hmt:lsj.chicago_md:n35778,civic_community,embed,0.486,nine years old
κάτοικος,urn:cite2:hmt:lsj.chicago_md:n56012,civic_community,embed,0.486,inhabitant; military colonists
κωμό-πολις,urn:cite2:hmt:lsj.chicago_md:n61309,civic_community,embed,0.486,village-town
ὀρεί-αυλος,urn:cite2:hmt:lsj.chicago_md:n74802,civic_community,embed,0.486,inhabiting the mountains
πεντηκοντα-ετής,urn:cite2:hmt:lsj.chicago_md:n80823,civic_community,embed,0.486,fifty years old; of; lasting fifty years
πεντηκοντούτης,urn:cite2:hmt:lsj.chicago_md:n80854,civic_community,embed,0.486,fifty years old; of; lasting fifty years
φῐλο-τεχνῖται,urn:cite2:hmt:lsj.chicago_md:n111535,civic_community,embed,0.486,friends of the artists
γενεᾱλογ-ικός,urn:cite2:hmt:lsj.chicago_md:n21834,civic_community,embed,0.485,genealogical
δονᾰκό-εις,urn:cite2:hmt:lsj.chicago_md:n27992,civic_community,embed,0.485,reedy
ἐκβῐβ-ασμός,urn:cite2:hmt:lsj.chicago_md:n31731,civic_community,embed,0.485,execution
ἔνθρῠος,urn:cite2:hmt:lsj.chicago_md:n35634,civic_community,embed,0.485,reedy
ἑξέτης,urn:cite2:hmt:lsj.chicago_md:n37222,civic_community,embed,0.485,six years old; lasting six years
ἔξηβος,urn:cite2:hmt:lsj.chicago_md:n37266,civic_community,embed,0.485,past oneʼs youth
ἐξοίκ-ησις,urn:cite2:hmt:lsj.chicago_md:n37487,civic_community,embed,0.485,"emigration, deportation"
ἐξόμῑλ-ος,urn:cite2:hmt:lsj.chicago_md:n37532,civic_community,embed,0.485,"out of oneʼs society, alien"
ἑπτ-έτης,urn:cite2:hmt:lsj.chicago_md:n42033,civic_community,embed,0.485,seven years old
κατάπραξις,urn:cite2:hmt:lsj.chicago_md:n54903,civic_community,embed,0.485,execution
νεώτερος,urn:cite2:hmt:lsj.chicago_md:n70613,civic_community,embed,0.485,"younger; too young; a minor; men of military age; too young to remember; new school; newer, more recent; of recent origin; later, worse; calamity, injury"
συμμέτρ-ιος,urn:cite2:hmt:lsj.chicago_md:n98416,civic_community,embed,0.485,of the same class; standard
κοσμο-ποιία,urn:cite2:hmt:lsj.chicago_md:n59334,civic_community,embed,0.484,creation
μητρο-πολῑτικός,urn:cite2:hmt:lsj.chicago_md:n67594,civic_community,embed,0.484,belonging to a; of a
ὀπωρ-ισμός,urn:cite2:hmt:lsj.chicago_md:n74700,civic_community,embed,0.484,vintage
πᾰλαιο-φᾰνής,urn:cite2:hmt:lsj.chicago_md:n76771,civic_community,embed,0.484,appearing old
συνεπι-φύομαι,urn:cite2:hmt:lsj.chicago_md:n100346,civic_community,embed,0.484,to be attached together with
ἀπαιώρ-ημα,urn:cite2:hmt:lsj.chicago_md:n11261,civic_community,embed,0.483,holder
